Factory Name,Factory Type,Product Type,"Nike, Inc. Brand(s)",Events,Supplier Group,Address,City,State,Add,Postal Code,Country/Region,Region,Total Workers,Line Workers,% Female Workers,% Migrant Workers,Lat,Lon,Status
SUZHOU TAIWAY APPAREL PTE LTD,FINISHED GOODS,APPAREL,NIKE,,TAI WAH,1280 JINFENG ROAD,"MUDU TOWN, WUZHONG SECTION",JIANGSU,"1280 JINFENG ROAD, MUDU TOWN, WUZHONG SECTION, JIANGSU, China Mainland",215101,China Mainland,N ASIA,410,350,91.0%,0.0%,33.668773,119.47881,doubt
TAE KWANG CAN THO LIMITED LIABILITY COMPANY,FINISHED GOODS,FOOTWEAR,NIKE,,TAEKWANG,"HUNG PHU 2B INDUSTRIAL PARK, PHU THU WARD",CAI RANG,CAN THO,"HUNG PHU 2B INDUSTRIAL PARK, PHU THU WARD, CAI RANG, CAN THO, Viet Nam",900000,Viet Nam,SE ASIA,4164,3910,56.0%,0.0%,10.017931,105.788317,doubt
TAE KWANG VINA,FINISHED GOODS,FOOTWEAR,NIKE,,TAEKWANG,"NO.8,,ROAD 9A, BIEN HOA 2 INDUSTRIAL ZONE",BIEN HOA,_NG NAI,"NO.8,,ROAD 9A, BIEN HOA 2 INDUSTRIAL ZONE, BIEN HOA, _NG NAI, Viet Nam",700000,Viet Nam,SE ASIA,19149,16804,79.0%,0.0%,55.740492,49.105382,doubt
TAE KWANG VINA JOINT STOCK COMPANY'S BRANCH,FINISHED GOODS - COMPONENTS,FOOTWEAR,NIKE,,TAEKWANG,AGTEX IND. ZONE,BIEN HOA,_NG NAI,"AGTEX IND. ZONE, BIEN HOA, _NG NAI, Viet Nam",70000,Viet Nam,SE ASIA,9646,9118,92.0%,0.0%,50.105533,4.957734,doubt
TAE KWANG VINA SATELLITE,FINISHED GOODS - COMPONENTS,FOOTWEAR,NIKE,,TAEKWANG,"864 STREET, C GROUP",MY THO,TIN GIANG,"864 STREET, C GROUP, MY THO, TIN GIANG, Viet Nam",860000,Viet Nam,SE ASIA,6131,5474,96.0%,0.0%,10.36004,106.35996,doubt
"TAEKWANG INDUSTRY CO., LTD.",FINISHED GOODS,FOOTWEAR,NIKE,,TAEKWANG,"258-9, AN-DONG",GIMHAE,GYEONGSANGNAMDO,"258-9, AN-DONG, GIMHAE, GYEONGSANGNAMDO, Korea (Republic of)",621-200,Korea (Republic of),N ASIA,866,289,63.0%,0.0%,36.035038,126.671825,doubt
TAI WAH GARMENTS INDUSTRY SDN BHD KULAI JAYA,FINISHED GOODS,APPAREL,NIKE,Collegiate,TAI WAH,G 15 2 JALAN TAN YOKE FONG,JOHOR DARUL TAKZIM,JOHOR,"G 15 2 JALAN TAN YOKE FONG, JOHOR DARUL TAKZIM, JOHOR, MALAYSIA",81000,MALAYSIA,S ASIA,1517,1394,30.0%,92.3%,2.280116,102.545457,doubt
TAI WAH GARMENTS INDUSTRY SDN. BHD SEGAMAT,FINISHED GOODS,APPAREL,NIKE,,TAI WAH,"LOT 451, JALAN PERKASA",SEGAMAT,JOHOR,"LOT 451, JALAN PERKASA, SEGAMAT, JOHOR, MALAYSIA",85000,MALAYSIA,S ASIA,842,805,52.0%,59.0%,2.519529,102.818522,doubt
TAI WAH GARMENTS INDUSTRY SDN. BHD.- KL1,FINISHED GOODS,APPAREL,NIKE,Collegiate,TAI WAH,"60 & 70B, JALAN HAJI MANAN",KLUANG,JOHOR,"60 & 70B, JALAN HAJI MANAN, KLUANG, JOHOR, MALAYSIA",86000,MALAYSIA,S ASIA,715,696,23.0%,61.8%,2.026504,103.321277,doubt
"TAICHUNG SHUIHING LABEL WEAVING CO., LTD.",FINISHED GOODS - COMPONENTS,APPAREL,NIKE,,AVERY DENNISON,6-1 GONG 2ND RD DAJIA TAICHUNG 43769 TAIWAN ROC,TAICHUNG,TAICHUNG,"6-1 GONG 2ND RD DAJIA TAICHUNG 43769 TAIWAN ROC, TAICHUNG, TAICHUNG, Taiwan",43769,Taiwan,N ASIA,84,67,80.0%,22.4%,25.081216,121.400781,doubt
TAITAT PUTRA REJEKI,FINISHED GOODS,EQUIPMENT,Converse,,NO GROUP (EQ),JL. INDUSTRI NO. 54 CITEUREUP KAB. BOGOR,BOGOR,JAKARTA RAYA,"JL. INDUSTRI NO. 54 CITEUREUP KAB. BOGOR, BOGOR, JAKARTA RAYA, INDONESIA",0,INDONESIA,S ASIA,74,57,66.0%,0.0%,-6.20596,106.82776,doubt
TEAM EDITION APPAREL,FINISHED GOODS,APPAREL,NIKE,,TEAM EDITION,4208 19TH STREET COURT EAST,BRADENTON,FLORIDA,"4208 19TH STREET COURT EAST, BRADENTON, FLORIDA, United States of America",34208,United States of America,AMERICAS,166,166,65.0%,0.0%,27.488459,-82.540503,doubt
TEXLAN CENTER PRIVATE LIMITED,FINISHED GOODS,EQUIPMENT,NIKE,,INTERLOOP,"WENIWALGODALLE ESTATE, DAGONNA ROAD",MINUWANGODA,COLOMBO,"WENIWALGODALLE ESTATE, DAGONNA ROAD, MINUWANGODA, COLOMBO, SRI LANKA",11550,SRI LANKA,S ASIA,922,721,39.0%,0.0%,6.93194,79.84778,doubt
TEXTEL SPORT TECH S.A.,FINISHED GOODS,APPAREL,NIKE,,SPORT TECH,"ITURRASPE Nº 920, VILLA LYNCH",SAN MARTIN,BUENOS AIRES,"ITURRASPE Nº 920, VILLA LYNCH, SAN MARTIN, BUENOS AIRES, ARGENTINA",,ARGENTINA,AMERICAS,125,105,55.0%,48.6%,-31.422324,-62.119374,success
TEXTIL H.J.HERING LTDA,FINISHED GOODS,APPAREL,NIKE,,TEXTIL H.J. HERING,"RUA RIO DE JANEIRO, 965 - BAIRRO DOS ESTADOS",INDAIAL,SANTA CATARINA,"RUA RIO DE JANEIRO, 965 - BAIRRO DOS ESTADOS, INDAIAL, SANTA CATARINA, BRAZIL",89086723,BRAZIL,AMERICAS,275,260,81.0%,0.0%,-26.902036,-49.224204,success
TEXTILES INTERNATIONAL OF EGYPT LTD.,FINISHED GOODS,APPAREL,NIKE,,TIE TEXTILES,PUBLIC FREE ZONE - NASR CITY,CAIRO,ASH SHARQIYAH,"PUBLIC FREE ZONE - NASR CITY, CAIRO, ASH SHARQIYAH, EGYPT",11816,EGYPT,EMEA,1224,660,56.0%,0.0%,30.753471,31.458054,success
"TEXTILES LA PAZ, L.L.C.",FINISHED GOODS,APPAREL,NIKE,,FUN TEES,KM 46.5 CARRETERA A LA HERRADURA,EL ROSARIO LA PAZ,LA PAZ,"KM 46.5 CARRETERA A LA HERRADURA, EL ROSARIO LA PAZ, LA PAZ, EL SALVADOR",28026,EL SALVADOR,AMERICAS,2465,1940,53.0%,0.4%,13.49589229,-89.02706571,success
"TEXTURERIAS, S.A. DE C.V.",FINISHED GOODS,APPAREL,NIKE,,TEXTURERIAS,MARIANO ABASOLO 206,SANTIAGO TIANGUISTENCO,DISTRITO FEDERAL,"MARIANO ABASOLO 206, SANTIAGO TIANGUISTENCO, DISTRITO FEDERAL, MEXICO",52600,MEXICO,AMERICAS,332,273,52.0%,0.0%,19.182299,-99.470799,success
"THAI SOCK CO., LTD.",FINISHED GOODS,APPAREL,NIKE,,THAI SOCKS,29/1 MOO 4,PRAPRADAENG,SAMUT PRAKAN,"29/1 MOO 4, PRAPRADAENG, SAMUT PRAKAN, THAILAND",10130,THAILAND,SE ASIA,467,392,89.0%,1.0%,13.60167,100.774494,doubt
"THE HADDAD APPAREL WUXI, CO., LTD",FINISHED GOODS,APPAREL,NIKE,,NO GROUP (AP),"FLOOR 4, NO. 28-19, NANHU CENTER ROAD",WUXI,JIANGSU,"FLOOR 4, NO. 28-19, NANHU CENTER ROAD, WUXI, JIANGSU, China Mainland",,China Mainland,N ASIA,57,43,75.0%,0.0%,18.388936,-65.964052,doubt
"THUAN PHUONG EMBROIDERIES & GARMENTS CO., LTD - BINH CHANH FACTORY",FINISHED GOODS,APPAREL,NIKE,,NO GROUP (AP),D15/8,BINH CHANH DISTRICT,HO CHI MINH,"D15/8, BINH CHANH DISTRICT, HO CHI MINH, Viet Nam",700000,Viet Nam,SE ASIA,1462,1381,78.0%,0.0%,10.833153,106.774277,doubt
"THUAN PHUONG EMBROIDERIES GARMENTS CO., LTD.",FINISHED GOODS,APPAREL,NIKE,,NO GROUP (AP),"275 NGUYEN VAN LUONG ST., DIST. 6, HCMC",HO CHI MINH CITY,HO CHI MINH,"275 NGUYEN VAN LUONG ST., DIST. 6, HCMC, HO CHI MINH CITY, HO CHI MINH, Viet Nam",700000,Viet Nam,SE ASIA,1568,917,71.0%,0.0%,10.75,106.66667,doubt
TIONG LIONG (CHINA),MATERIALS,MATERIALS,NIKE,,TLC ,HONG KUAN INDUSTRY VILLAGE,FUQING CITY,FUJIAN,"HONG KUAN INDUSTRY VILLAGE, FUQING CITY, FUJIAN, China Mainland",350300,China Mainland,N ASIA,,,0.0%,0.0%,24.951199,103.046265,doubt
TIONG LIONG (TAIWAN),MATERIALS,MATERIALS,NIKE,,TLC ,"NO. 8, LANE 758, SEC. 3, ZHONGQING RD.",TAICHUNG,T'AI-WAN,"NO. 8, LANE 758, SEC. 3, ZHONGQING RD., TAICHUNG, T'AI-WAN, Taiwan",0,Taiwan,N ASIA,,,0.0%,0.0%,24.141945,120.668406,doubt
TIONG LIONG (VIETNAM),MATERIALS,MATERIALS,NIKE,,TLC ,"BINH CHUAN INDUSTRIAL ZONE, BINH CHUAN WARD",THUAN AN,BINH DUONG PROVINCE,"BINH CHUAN INDUSTRIAL ZONE, BINH CHUAN WARD, THUAN AN, BINH DUONG PROVINCE, Viet Nam",0,Viet Nam,SE ASIA,,,0.0%,0.0%,10.983937,106.720489,success
"TMI VIETNAM CO., LTD",FINISHED GOODS,APPAREL,NIKE,Collegiate,TUNG MUNG,"1365/1, NATIONAL ROAD 1A, AN PHU DONG WARD, DISTRICT 12",HO CHI MINH CITY,HO CHI MINH,"1365/1, NATIONAL ROAD 1A, AN PHU DONG WARD, DISTRICT 12, HO CHI MINH CITY, HO CHI MINH, Viet Nam",700000,Viet Nam,SE ASIA,2256,1406,70.0%,0.0%,10.75,106.66667,doubt
TNG INVESTMENT AND TRADING JSC - DAI TU,FINISHED GOODS,APPAREL,NIKE,,NO GROUP (AP),"TIEN HOI COMMUNE, DAI TU DISTRICT, THAI NGUYEN PROVINCE",THAI NGUYEN,THÁI NGUYÊN,"TIEN HOI COMMUNE, DAI TU DISTRICT, THAI NGUYEN PROVINCE, THAI NGUYEN, THÁI NGUYÊN, Viet Nam",240000,Viet Nam,SE ASIA,2254,2179,80.0%,0.0%,21.667886,105.583939,success
TOCCALINO CARLOS JAVIER Y TOCCALINO DANIEL ANTONIO S.H.,FINISHED GOODS,APPAREL,Converse,,NO GROUP (AP),JUAN IRIBARNE 960,LUJAN,BUENOS AIRES,"JUAN IRIBARNE 960, LUJAN, BUENOS AIRES, ARGENTINA",B6700,ARGENTINA,AMERICAS,21,15,1.0%,6.7%,-34.57028,-59.105,doubt
TONG HONG CHINA,MATERIALS,MATERIALS,NIKE,,TONG HONG,LIANZHOU HEPU,BEIHAI,GUANGXI,"LIANZHOU HEPU, BEIHAI, GUANGXI, China Mainland",536100,China Mainland,N ASIA,,,0.0%,0.0%,21.6682,109.16946,doubt
TONG HONG VIETNAM,MATERIALS,MATERIALS,NIKE,,TONG HONG,"LOT NO.II-1,MY XUAN A2 INDUSTRIAL ZONE",TAN THANH,BINH DUONG,"LOT NO.II-1,MY XUAN A2 INDUSTRIAL ZONE, TAN THANH, BINH DUONG, Viet Nam",0,Viet Nam,SE ASIA,,,0.0%,0.0%,10.801789,106.647315,doubt
TOP SUMMIT GARMENT INC,FINISHED GOODS,APPAREL,NIKE,,SABRINA,NATIONAL RD. NO. 4,KANDAL,KANDAAL,"NATIONAL RD. NO. 4, KANDAL, KANDAAL, CAMBODIA",315000,CAMBODIA,SE ASIA,3987,3423,9.0%,0.0%,11.32127,105.10434,doubt
TORAY SAKAI CO. LTD.,MATERIALS,MATERIALS,NIKE,,TORAY SAKAI CO. LTD.,"NO.58 XINKAI SOUTH ROAD NANTONG ECONOMIC & TECHNOLOGICAL DEVELOPMENT ZONE, NANTONG",JIANG SU,JIANGSU,"NO.58 XINKAI SOUTH ROAD NANTONG ECONOMIC & TECHNOLOGICAL DEVELOPMENT ZONE, NANTONG, JIANG SU, JIANGSU, China Mainland",226010,China Mainland,N ASIA,,,0.0%,0.0%,32.008965,120.876424,doubt
"TOYAMA SPORTS GOODS CO., LTD.",FINISHED GOODS,EQUIPMENT,NIKE,,TOYAMA SPORTS,345 FUKUMITSU,NANTO,TOYAMA,"345 FUKUMITSU, NANTO, TOYAMA, JAPAN",939-1637,JAPAN,N ASIA,3,1,25.0%,0.0%,36.55,136.86667,success
TTG CO. LTD.,FINISHED GOODS,APPAREL,NIKE,Collegiate,SOUTH ISLAND,B1-4 INDUSTRIAL ZONE,TIEN GIANG,,"B1-4 INDUSTRIAL ZONE, TIEN GIANG, , Viet Nam",,Viet Nam,SE ASIA,51,27,37.0%,0.0%,50.105533,4.957734,doubt
TUKES PRINTING,FINISHED GOODS,APPAREL,NIKE,,NO GROUP (AP),3 EAST MAIN STREET,TREMONT,PENNSYLVANIA,"3 EAST MAIN STREET, TREMONT, PENNSYLVANIA, United States of America",17981,United States of America,AMERICAS,51,43,73.0%,0.0%,40.663101,-76.393863,doubt
TUNG MUNG TEXTILE CO(VN)PTE.LTD,FINISHED GOODS,APPAREL,NIKE,,TUNTEX,"ROAD 18,TAN THUAN EXPORT PROCESSING ZONE",HO CHI MINH,BÌNH DUONG,"ROAD 18,TAN THUAN EXPORT PROCESSING ZONE, HO CHI MINH, BÌNH DUONG, Viet Nam",700000,Viet Nam,SE ASIA,864,760,88.0%,0.0%,40.524652,-97.501723,doubt
TUNTEX SOC TRANG VIETNAM CO.LTD,FINISHED GOODS,APPAREL,NIKE,,TUNTEX," OT H, AN NGHIEP INDUSTRIAL ZONE, AN HIEP WARD",SOC TRANG,SÓC TRANG," OT H, AN NGHIEP INDUSTRIAL ZONE, AN HIEP WARD, SOC TRANG, SÓC TRANG, Viet Nam",95000,Viet Nam,SE ASIA,2715,2125,95.0%,0.8%,8.712177,106.635711,doubt
"U.S. EMBROIDERY, LLC",FINISHED GOODS,APPAREL,NIKE,,US EMBROIDERY,25999 SW CANYON CREEK RD,WILSONVILLE,OREGON,"25999 SW CANYON CREEK RD, WILSONVILLE, OREGON, United States of America",97070-7678,United States of America,AMERICAS,18,18,90.0%,0.0%,45.332511,-122.758463,success
UAB HALTEX,FINISHED GOODS,APPAREL,NIKE,,NO GROUP (AP),PRAMONES STR.,ALYTUS,ALYTAUS APSKRITIS,"PRAMONES STR., ALYTUS, ALYTAUS APSKRITIS, Lithuania",62175,Lithuania,EMEA,353,277,91.0%,0.0%,54.404902,24.019658,doubt
"UNICHELA (PVT)LTD, VIDIYAL DIVISION",FINISHED GOODS,APPAREL,NIKE,,NO GROUP (AP),BHARATHIPURAM ROAD,KILINOCHCHI,KILINOCHCHI,"BHARATHIPURAM ROAD, KILINOCHCHI, KILINOCHCHI, SRI LANKA",44000,SRI LANKA,S ASIA,1354,1085,100.0%,0.0%,9.3961,80.3982,doubt
"UNIPAX CO., LTD",FINISHED GOODS,APPAREL,NIKE,Collegiate,HWASEUNG CROWN,PLOT 1012 101/4 AMATA RD 3,BIEN HOA CITY,_NG NAI,"PLOT 1012 101/4 AMATA RD 3, BIEN HOA CITY, _NG NAI, Viet Nam",,Viet Nam,SE ASIA,1850,1650,96.0%,0.0%,10.95,106.81667,doubt
UNITED CREATION OPTICAL,FINISHED GOODS,EQUIPMENT,"NIKE, Converse",,NO GROUP (EQ),"TIESONG DISTRICT, QINGXI TOWN,",DONGGUAN,GUANGDONG,"TIESONG DISTRICT, QINGXI TOWN,, DONGGUAN, GUANGDONG, China Mainland",,China Mainland,N ASIA,198,180,50.0%,0.0%,30.454438,114.388238,success
"UNITED SWEETHEARTS GARMENT (VIETNAM) CO., LTD.",FINISHED GOODS,APPAREL,NIKE,,UNITED SWEETHEART,"ROAD #10, NHON TRACH I INUSTRIAL ZONE, NHON TRACH DISTRICT",DONG NAI,_NG NAI,"ROAD #10, NHON TRACH I INUSTRIAL ZONE, NHON TRACH DISTRICT, DONG NAI, _NG NAI, Viet Nam",(84-251),Viet Nam,SE ASIA,2508,2100,86.0%,94.7%,39.612408,-99.702727,success
UNITED SWEETHEARTS GARMENT SDN BHD,FINISHED GOODS,APPAREL,NIKE,,UNITED SWEETHEART,"846, JALAN RAYA",SUNGAI BAKAP,PULAU PINANG,"846, JALAN RAYA, SUNGAI BAKAP, PULAU PINANG, MALAYSIA",14209,MALAYSIA,S ASIA,1174,667,22.0%,81.6%,5.233644,100.49639,doubt
"UNIVERSAL SPORTING GOODS THAILAND CO., LTD.",FINISHED GOODS,EQUIPMENT,NIKE,,UNIVERSAL,"91 MOO 1 PETCHAKASERN RD. SOI WATTHEINTAD, T.BANMAI",NAKORNPRATHOM,CHON BURI,"91 MOO 1 PETCHAKASERN RD. SOI WATTHEINTAD, T.BANMAI, NAKORNPRATHOM, CHON BURI, THAILAND",73110,THAILAND,SE ASIA,1005,485,78.0%,37.3%,13.300203,101.204231,doubt
VANNI CONFEZIONI DI VASTA GIOVANNI,FINISHED GOODS,APPAREL,NIKE,,DIOR,VIA SANGALLO 11,CEREA,VERONA,"VIA SANGALLO 11, CEREA, VERONA, ITALY",37053,ITALY,EMEA,20,18,99.0%,5.6%,45.186407,11.22074,doubt
"VEGA BALLS MANUFACTURING CO.,LTD.",FINISHED GOODS,EQUIPMENT,NIKE,,VEGA BALL,653 MOO 4 SOI E 6 PATTANA 1 RD,A.MUANGSAMUTPRAKARN,SAMUT PRAKAN,"653 MOO 4 SOI E 6 PATTANA 1 RD, A.MUANGSAMUTPRAKARN, SAMUT PRAKAN, THAILAND",10280,THAILAND,SE ASIA,473,394,77.0%,0.0%,13.60167,100.774494,doubt
"VERTEX APPAREL CO., LTD.",FINISHED GOODS,APPAREL,NIKE,,HONG SENG,1015 MOO 2,WARINCHAMRAB,UBON RATCHATHANI,"1015 MOO 2, WARINCHAMRAB, UBON RATCHATHANI, THAILAND",34190,THAILAND,SE ASIA,3585,2472,70.0%,31.1%,15.33187,104.7052,doubt
VERTICAL KNITS S.A. DE C.V.,FINISHED GOODS,APPAREL,NIKE,,VERTICAL KNITS,CALLE 20 #131 C X 27 Y 29,BACA,YUCATÁN,"CALLE 20 #131 C X 27 Y 29, BACA, YUCATÁN, MEXICO",97450,MEXICO,AMERICAS,2080,1215,45.0%,0.2%,21.10164875,-89.40127669,success
VERTICAL KNITS S.A. DE C.V. (MDC - TIZIMIN),FINISHED GOODS,APPAREL,NIKE,,VERTICAL KNITS,"CALLE 45A # 496 Y 496A, X74 Y76",TIZIMIN,YUCATÁN,"CALLE 45A # 496 Y 496A, X74 Y76, TIZIMIN, YUCATÁN, MEXICO",97702,MEXICO,AMERICAS,643,528,45.0%,0.2%,21.14495045,-88.14922591,success
"VIET HONG GARMENT EXPORT CO., LTD.",FINISHED GOODS,APPAREL,NIKE,,SOUTH ISLAND,"425B NGUYEN DINH CHIEU ST., W.8",BEN TRE,BN TRE,"425B NGUYEN DINH CHIEU ST., W.8, BEN TRE, BN TRE, Viet Nam",150513490,Viet Nam,SE ASIA,1984,1687,70.0%,0.0%,10.77055,106.682591,doubt
VIET KHANH COMPANY LIMITED,FINISHED GOODS,APPAREL,NIKE,,SOUTH ISLAND,"HOA PHUC HAMLET, HOA KHANH WARD",TIEN GIANG,TIN GIANG,"HOA PHUC HAMLET, HOA KHANH WARD, TIEN GIANG, TIN GIANG, Viet Nam",860000,Viet Nam,SE ASIA,1682,1475,66.0%,0.0%,12.363881,108.956573,doubt
VIET LONG HUNG GARMENT COMPANY LIMITED,FINISHED GOODS,APPAREL,NIKE,,SOUTH ISLAND,"HUNG THANH HAMLET, LONG HUNG WARD",GO CONG TOWN,TIN GIANG,"HUNG THANH HAMLET, LONG HUNG WARD, GO CONG TOWN, TIN GIANG, Viet Nam",860000,Viet Nam,SE ASIA,1801,1540,78.0%,0.0%,10.365391,106.677481,doubt
"VIET NAM DONA GOLD LONG JOHN INTL CO., LTD.",MATERIALS,MATERIALS,NIKE,,GOLD LONG JOHN,"LOT NO. 7, RD. 5A, NHON TRACH II INDUSTRIAL ZONE, DONG NAI PROVINCE, VIETNAM",NHON TRACH DISTRICT,DONG NAI PROVINCE,"LOT NO. 7, RD. 5A, NHON TRACH II INDUSTRIAL ZONE, DONG NAI PROVINCE, VIETNAM, NHON TRACH DISTRICT, DONG NAI PROVINCE, Viet Nam",61,Viet Nam,SE ASIA,,,0.0%,0.0%,36.176015,5.42031,success
"VIET PAN - PACIFIC NAM DINH CO., LTD",FINISHED GOODS,APPAREL,NIKE,,NO GROUP (AP),"GIAO CU TRUNG VILLAGE, DONG SON COMMUNE, NAM TRUC DISTRICT",NAM DINH ,NAM _NH,"GIAO CU TRUNG VILLAGE, DONG SON COMMUNE, NAM TRUC DISTRICT, NAM DINH , NAM _NH, Viet Nam",7000,Viet Nam,SE ASIA,1487,1384,92.0%,2.0%,49.95908,4.452865,success
VIET THINH GARMENT JOINT STOCK COMPANY,FINISHED GOODS,APPAREL,NIKE,Collegiate,SOUTH ISLAND,"58 THOAI NGOC HAU STREET, WARD HOA THANH, TAN PHU DISTRICT",HO CHI MINH,THANH HÓA,"58 THOAI NGOC HAU STREET, WARD HOA THANH, TAN PHU DISTRICT, HO CHI MINH, THANH HÓA, Viet Nam",84,Viet Nam,SE ASIA,2614,2202,73.0%,0.0%,50.417409,4.794069,doubt
VIET TIEN GARMENT CORPORATION,FINISHED GOODS,APPAREL,NIKE,Collegiate,SOUTH ISLAND,"7 LE MINH XUAN STREET, WARD 7,TAN BINH DISTRICT",HO CHI MINH,HO CHI MINH,"7 LE MINH XUAN STREET, WARD 7,TAN BINH DISTRICT, HO CHI MINH, HO CHI MINH, Viet Nam",7000,Viet Nam,SE ASIA,2642,2526,71.0%,0.0%,10.736956,106.65715,doubt
VIETNAM CHINGLUH SHOES CO. LTD.,FINISHED GOODS,FOOTWEAR,NIKE,,CHINGLUH,THUAN DAO INDUSTRIAL PARK,BEN LUC COUNTY,LONG AN,"THUAN DAO INDUSTRIAL PARK, BEN LUC COUNTY, LONG AN, Viet Nam",700000,Viet Nam,SE ASIA,17371,17371,78.0%,22.2%,10.625577,106.488047,success
VIETNAM MOC BAI JOINT STOCK COMPANY,FINISHED GOODS,FOOTWEAR,NIKE,,TAEKWANG,"HIEP THANH COMMERCIAL AREA, LOI THUAN COMMUNE, ",TAY NINH,TÂY NINH,"HIEP THANH COMMERCIAL AREA, LOI THUAN COMMUNE, , TAY NINH, TÂY NINH, Viet Nam",80000,Viet Nam,SE ASIA,14274,14068,77.0%,0.3%,11.294701,106.109158,doubt
VIETNAM POU SUNG CO. LTD.,FINISHED GOODS,FOOTWEAR,NIKE,Collegiate,POU CHEN,"BAU XEO INDUSTRIAL ZONE, 61 VILLAGE",TRANG BOM,_NG NAI,"BAU XEO INDUSTRIAL ZONE, 61 VILLAGE, TRANG BOM, _NG NAI, Viet Nam",76318,Viet Nam,SE ASIA,18728,14775,84.0%,0.0%,10.95404,107.030287,success
VINH LONG FOOTWEAR CO LTD,FINISHED GOODS,FOOTWEAR,Converse,,LAI YIH ,HOA PHU INDUSTRIAL ZONE,VINH LONG PROVINCE,VINH LONG,"HOA PHU INDUSTRIAL ZONE, VINH LONG PROVINCE, VINH LONG, Viet Nam",89000,Viet Nam,SE ASIA,9489,7719,80.0%,0.0%,10.254121,105.974624,success
VINH TIEN GARMENT FACTORY,FINISHED GOODS,APPAREL,NIKE,,SOUTH ISLAND,"#1 HUNG DAO VUONG, WARD 1, VINH LONG TOWN",VINH LONG,VINH LONG,"#1 HUNG DAO VUONG, WARD 1, VINH LONG TOWN, VINH LONG, VINH LONG, Viet Nam",84-070,Viet Nam,SE ASIA,2104,1912,75.0%,0.0%,10.25,105.96667,doubt
"VUNG TAU ORIENT CO., LTD",FINISHED GOODS,EQUIPMENT,NIKE,Collegiate,FENG TAY,"11 ROAD, DONG XUYEN INDUSTRIAL ZONE,",VUNG TAU,BÀ RA - VUNG TÀU,"11 ROAD, DONG XUYEN INDUSTRIAL ZONE,, VUNG TAU, BÀ RA - VUNG TÀU, Viet Nam",78000,Viet Nam,SE ASIA,1518,1368,70.0%,0.0%,41.473683,-99.981444,doubt
W.S. CALCADOS LTDA.,FINISHED GOODS,FOOTWEAR,Converse,,NO GROUP (FW),"RUA VICENTE PRIETO, 8121",NOVA PETROPOLIS,RIO GRANDE DO SUL,"RUA VICENTE PRIETO, 8121, NOVA PETROPOLIS, RIO GRANDE DO SUL, BRAZIL",95150-000,BRAZIL,AMERICAS,91,90,1.0%,1.1%,-29.365335,-51.094839,doubt
"WALT TECHNOLOGY GROUP CO., LTD.",FINISHED GOODS,EQUIPMENT,NIKE,,ZHEJIANG WALT,48 SHIJING ROAD,HAINING,ZHEJIANG,"48 SHIJING ROAD, HAINING, ZHEJIANG, China Mainland",314400,China Mainland,N ASIA,758,341,75.0%,0.0%,23.019008,113.807694,doubt
WAN WAY,FINISHED GOODS,EQUIPMENT,NIKE,,NO GROUP (EQ),NO. 89 SEC. 4,TAINAN,,"NO. 89 SEC. 4, TAINAN, , Taiwan",70966,Taiwan,N ASIA,11,6,45.0%,0.0%,23.109964,120.301152,doubt
WELLPOWER SPORTING GOODS CO LTD,FINISHED GOODS,EQUIPMENT,NIKE,,WELLPOWER,"NO.112,YAOLE SECTION,LIAOFU ROAD,",DONGGUAN,GUANGDONG,"NO.112,YAOLE SECTION,LIAOFU ROAD,, DONGGUAN, GUANGDONG, China Mainland",523425,China Mainland,N ASIA,1074,884,78.0%,0.0%,53.948568,27.671572,success
WINNING SPORTSWEAR CO. LTD.,FINISHED GOODS,APPAREL,NIKE,Collegiate,TIEN POU,"KHU PHO BÌNH PHU, PHUONG BINH CHUAN, ",TINH BINH DUONG,BÌNH DUONG,"KHU PHO BÌNH PHU, PHUONG BINH CHUAN, , TINH BINH DUONG, BÌNH DUONG, Viet Nam",824300,Viet Nam,SE ASIA,2870,1850,55.0%,0.0%,10.867667,106.748878,doubt
"WONJINKOLON GLOTECH CO., LTD.",FINISHED GOODS,FOOTWEAR,NIKE,,NO GROUP (FW),"ROAD NO 7, LONG THANH IZ,",TAM AN VILLAGE,_NG NAI,"ROAD NO 7, LONG THANH IZ,, TAM AN VILLAGE, _NG NAI, Viet Nam",810000,Viet Nam,SE ASIA,148,95,40.0%,3.2%,17.413136,78.409453,doubt
"WORLDON VIETNAM CO., LTD.",FINISHED GOODS,APPAREL,NIKE,Collegiate,NINGBO,"HOA PHU COMMUNE, CU CHI DISTRICT",HO CHI MINH,HO CHI MINH,"HOA PHU COMMUNE, CU CHI DISTRICT, HO CHI MINH, HO CHI MINH, Viet Nam",70000,Viet Nam,SE ASIA,11677,10592,92.0%,0.0%,10.797568,106.687098,doubt
"XIAMEN EXPANDING INDUSTRIAL CO., LTD",FINISHED GOODS,APPAREL,NIKE,,NO GROUP (AP),"NO.21 SIMING PARK,INDUSTRIAL  ZONE,TONGAN DISTRICT",XIAMEN,FUJIAN,"NO.21 SIMING PARK,INDUSTRIAL  ZONE,TONGAN DISTRICT, XIAMEN, FUJIAN, China Mainland",361000,China Mainland,N ASIA,76,74,66.0%,0.0%,24.458513,118.075411,doubt
